Name,Platform,Year_of_Release,Genre,Publisher/Developer,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Drop me
Pastel Chime Continue,PSP,2010,Adventure,5pb,0,0,0.02,0,0.02,,,,,,,5pb
Zwei!!,PSP,2008,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02,,,,,,,Falcom Corporation
The Sims 2: Happy Holiday Stuff,PC,2006,Simulation,Electronic Arts,0.01,0.01,0,0,0.02,,,,,Maxis,T,Electronic Arts
Ro-Kyu-Bu! Lost Secret,PSP,2013,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,,Kadokawa Shoten
Pump It Up: Exceed,XB,2005,Misc,Mastiff,0.01,0,0,0,0.02,74,9,7.5,4,Andamiro U.S.A. Corp.,T,Mastiff
Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.02,26,10,2.4,22,Bandai Namco Games,E10+,Namco Bandai Games
TOCA Race Driver 3,PC,2006,Racing,Codemasters,0,0.02,0,0,0.02,84,16,7.8,53,Codemasters,E10+,Codemasters
Malice,PS2,2004,Platform,Evolved Games,0.01,0.01,0,0,0.02,51,11,,,Argonaut Games,T,Evolved Games
Devil Survivor: Over Clock,3DS,2015,Strategy,Atlus,0,0,0.02,0,0.02,,,,,,,Atlus
Defendin' De Penguin,DS,2008,Strategy,Zushi Games,0.02,0,0,0,0.02,,,,,,,Zushi Games
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008,Role-Playing,Sega,0,0,0.02,0,0.02,,,,,,,Sega
Kokoro Connect: Yochi Random,PSP,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Littlest Pet Shop,PC,2008,Simulation,Electronic Arts,0,0.02,0,0,0.02,,,,,Full Fat,E,Electronic Arts
Warship Gunner 2 Portable,PSP,2009,Simulation,Tecmo Koei,0,0,0.02,0,0.02,,,,,,,Tecmo Koei
Downtown Nekketsu Jidaigek,3DS,2015,Action,Arc System Works,0,0,0.02,0,0.02,,,,,,,Arc System Works
B-17: Fortress in the Sky,DS,2007,Simulation,DSI Games,0.02,0,0,0,0.02,38,4,,,SkyRiver Studios,E10+,DSI Games
Spanish for Everyone!,DS,2007,Puzzle,Activision,0.02,0,0,0,0.02,,,,,,,Activision
Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,69,22,7.9,25,ApolloSoft,T,Nippon Ichi Software
Chuck E. Cheese's Super Collection,Wii,2011,Action,UFO Interactive,0.02,0,0,0,0.02,,,,,UFO Interactive,E,UFO Interactive
Runaway: A Twist of Fate,DS,N/A,Adventure,Focus Home Interactive,0,0.02,0,0,0.02,66,5,,,Pendulo Studios,T,Focus Home Interactive
Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
X-Plane 10 Global,PC,2013,Simulation,Aerosoft,0,0.02,0,0,0.02,,,,,,,Aerosoft
Drakensang: The Dark Eye,PC,2009,Role-Playing,Eidos Interactive,0.02,0,0,0,0.02,,,,,,,Eidos Interactive
WRC 2: FIA World Rally Championship,PC,2011,Racing,Ubisoft,0,0.02,0,0,0.02,,,,,,,Ubisoft
Car Battler Joe,GBA,2001,Role-Playing,Victor Interactive,0.01,0.01,0,0,0.02,77,11,,,Ancient,E,Victor Interactive
StormLover Karen!!,PSP,2011,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,,D3Publisher
Digimon Rumble Arena 2,XB,2004,Fighting,Atari,0.01,0,0,0,0.02,65,8,8.8,4,Black Ship Games,T,Atari
Steins;Gate: Hiyoku Renri no Darling,PS3,2012,Adventure,5pb,0,0,0.02,0,0.02,,,,,,,5pb
Ten Pin Alley 2,Wii,2008,Sports,XS Games,0.02,0,0,0,0.02,30,4,,,Other Ocean Interactive,E,XS Games
Coded Soul: Uke Keigareshi Idea,PSP,2008,Role-Playing,Sony Computer Entertainment,0,0,0.02,0,0.02,,,,,,,Sony Computer Entertainment
AIR,PSP,2007,Adventure,Prototype,0,0,0.02,0,0.02,,,,,,,Prototype
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,,Alchemist
Otoko Yukaku,PSV,2015,Action,D3Publisher,0,0,0.02,0,0.02,,,,,,,D3Publisher
Mount & Blade Collection,PC,2012,Role-Playing,Paradox Interactive,0,0.02,0,0,0.02,,,,,,,Paradox Interactive
Ridge Racer Unbounded,PC,2012,Racing,Namco Bandai Games,0,0.02,0,0,0.02,72,9,6,83,Bugbear,T,Namco Bandai Games
Mortal Kombat,PC,1994,Fighting,Acclaim Entertainment,0.02,0,0,0,0.02,,,,,,,Acclaim Entertainment
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Virtua Pro Football,PS2,2006,Sports,Sega,0,0,0.02,0,0.02,,,,,,,Sega
Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015,Action,Compile Heart,0,0,0.02,0,0.02,,,,,,,Compile Heart
Adidas Power Soccer 98,PS,1998,Sports,Psygnosis,0.01,0.01,0,0,0.02,,,,,,,Psygnosis
Natsuiro High School: Seishun Hakusho,PS4,2015,Action,D3Publisher,0,0,0.02,0,0.02,,,,,,,D3Publisher
Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii,N/A,Racing,0,0,0,0.02,0,0.02,,,,,,,Unknown
Heroes VS,PSP,2013,Fighting,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Mini Ninjas,PC,2009,Action,Eidos Interactive,0,0.02,0,0,0.02,74,14,8.3,78,Io Interactive,E10+,Eidos Interactive
Sotsugyou II: Neo Generation Special,3DO,1995,Simulation,Imageworks,0,0,0.02,0,0.02,,,,,,,Imageworks
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015,Adventure,dramatic create,0,0,0.02,0,0.02,,,,,,,dramatic create
Kazoku Keikaku,PSP,2010,Adventure,CyberFront,0,0,0.02,0,0.02,,,,,,,CyberFront
Resident Evil 5 HD,XOne,2016,Action,Capcom,0.02,0,0,0,0.02,,,,,,,Capcom
Super Fruit Fall,Wii,2006,Puzzle,System 3 Arcade Software,0.01,0,0,0,0.02,,,,,System 3,E,System 3 Arcade Software
Jelly Belly: Ballistic Beans,Wii,2009,Puzzle,Zoo Digital Publishing,0.02,0,0,0,0.02,,,,,Zoo Digital Publishing,E,Zoo Digital Publishing
Army Rescue,Wii,2009,Shooter,UFO Interactive,0.02,0,0,0,0.02,,,,,"UFO Interactive, CyberPlanet Interactive Public Co., Ltd.",E,UFO Interactive
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,Ubisoft,0.02,0,0,0,0.02,67,21,6.8,29,Ubisoft,M,Ubisoft
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,2009,Shooter,Activision,0.02,0,0,0,0.02,,,,,,,Activision
UFO: Trilogy,PC,2007,Strategy,0,0,0.02,0,0,0.02,,,,,,,Unknown
Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,Adventure,Prototype,0,0,0.02,0,0.02,,,,,,,Prototype
Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012,Puzzle,Focus Multimedia,0,0.02,0,0,0.02,,,,,,,Focus Multimedia
Aoishiro,PS2,2008,Adventure,Success,0,0,0.02,0,0.02,,,,,,,Success
Mount & Blade: Warband,PC,2010,Role-Playing,Paradox Interactive,0.01,0.01,0,0,0.02,,,,,,,Paradox Interactive
Virtual Kasparov,GBA,2002,Strategy,Titus,0.01,0.01,0,0,0.02,70,6,,,Titus Software,E,Titus
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005,Platform,Global Star,0.01,0,0,0,0.02,57,6,,,High Voltage Software,E10+,Global Star
PC Engine Best Collection: Tengai Makyou Collection,PSP,2008,Role-Playing,Hudson Soft,0,0,0.02,0,0.02,,,,,,,Hudson Soft
Kung Fu Panda: Showdown of Legendary Legends,PS3,2015,Action,Little Orbit,0,0.02,0,0,0.02,,,,,"Vicious Cycle, Little Orbit",E10+,Little Orbit
Kung Fu Panda: Showdown of Legendary Legends,X360,2015,Action,Little Orbit,0,0.02,0,0,0.02,,,6.8,4,"Vicious Cycle, Little Orbit",E10+,Little Orbit
Speed Kings,GC,2003,Racing,Acclaim Entertainment,0.01,0,0,0,0.02,59,9,,,Climax Group,E,Acclaim Entertainment
Mighty No. 9,XOne,2016,Platform,Deep Silver,0.02,0,0,0,0.02,55,13,4.2,94,Inti Creates,E10+,Deep Silver
You Don't Know Jack,PC,1995,Misc,Vivendi Games,0.02,0,0,0,0.02,,,,,,,Vivendi Games
Crysis: Warhead,PC,2008,Shooter,Electronic Arts,0,0.02,0,0,0.02,84,56,7.9,516,Crytek,M,Electronic Arts
ESPN MLS ExtraTime 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,68,6,,,KCEA,E,Konami Digital Entertainment
Worldwide Soccer Manager 2007,PC,2006,Sports,Sega,0,0.02,0,0,0.02,87,17,,,Sports Interactive,E,Sega
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010,Misc,Karin Entertainment,0,0,0.02,0,0.02,,,,,,,Karin Entertainment
The Sims 2: Family Fun Stuff,PC,2006,Simulation,Electronic Arts,0,0.01,0,0,0.02,,,4.1,10,Maxis,T,Electronic Arts
Dreamer Series: Horse Trainer,DS,2008,Simulation,DreamCatcher Interactive,0.02,0,0,0,0.02,,,,,,,DreamCatcher Interactive
Hogs of War,PS,2000,Strategy,Infogrames,0.01,0.01,0,0,0.02,62,10,8.8,31,Infogrames Sheffield,T,Infogrames
Elven Legacy,PC,2009,Strategy,Paradox Interactive,0.02,0,0,0,0.02,71,27,7.1,38,1C:Ino-Co,T,Paradox Interactive
Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007,Fighting,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,,Marvelous Interactive
Muchi Muchi Pork & Pink Sweets,X360,2011,Shooter,Cave,0,0,0.02,0,0.02,,,,,,,Cave
Trapped Dead,PC,2011,Strategy,Iceberg Interactive,0,0.02,0,0,0.02,50,14,4.7,57,"Headup Games, Crenetic Studios",,Iceberg Interactive
Meiji Toukyou Renka,PSP,2013,Adventure,Broccoli,0,0,0.02,0,0.02,,,,,,,Broccoli
Point Blank 3,PS,2000,Shooter,Namco Bandai Games,0.01,0.01,0,0,0.02,78,5,8.4,5,Tose Software,T,Namco Bandai Games
Mushihimesama,X360,2012,Action,Cave,0,0,0.02,0,0.02,,,,,,,Cave
Higurashi no Naku Koro ni: Jan,PSP,2009,Misc,AQ Interactive,0,0,0.02,0,0.02,,,,,,,AQ Interactive
Ratchet & Clank Collection,PSV,2014,Action,Sony Computer Entertainment,0,0.01,0,0,0.02,,,,,,,Sony Computer Entertainment
Elvandia Story,PS2,2007,Role-Playing,Spike,0,0,0.02,0,0.02,,,,,,,Spike
Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,0,0,0.02,0,0.02,,,,,,,Tecmo Koei
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,,Idea Factory
Triggerheart Excelica Enhanced,PS2,2009,Shooter,Alchemist,0,0,0.02,0,0.02,,,,,,,Alchemist
Vietcong,PC,2003,Shooter,Gathering of Developers,0,0.02,0,0,0.02,74,22,8.7,76,Pterodon,T,Gathering of Developers
Nervous Brickdown,DS,2007,Puzzle,Eidos Interactive,0,0.01,0,0,0.02,70,21,7.5,11,Arkedo Studio,E,Eidos Interactive
Puzzle Star Sweep,PS,1997,Puzzle,Midas Interactive Entertainment,0.01,0.01,0,0,0.02,,,,,,,Midas Interactive Entertainment
Battle Spirits: Kiseki no Hasha,PSP,2009,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Maximum Racing: Crash Car Racer,Wii,2010,Racing,Nordic Games,0.01,0.01,0,0,0.02,,,,,Nordic Games Publishing,E,Nordic Games
The Conveni 4,PS2,2006,Simulation,Hamster Corporation,0,0,0.02,0,0.02,,,,,,,Hamster Corporation
The Cheetah Girls,GBA,2006,Misc,Disney Interactive Studios,0.01,0,0,0,0.02,,,,,Gorilla Systems,E,Disney Interactive Studios
Charlie's Angels,GC,2003,Action,Ubisoft,0.01,0,0,0,0.02,23,21,3.3,23,Neko Entertainment,T,Ubisoft
Kamen Rider: Battride War II,WiiU,2014,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Niko Puchi Girls Runway,3DS,2015,Misc,Happinet,0,0,0.02,0,0.02,,,,,,,Happinet
uDraw Studio: Instant Artist,X360,2011,Misc,THQ,0.01,0.01,0,0,0.02,54,5,5.7,6,THQ,E,THQ
The Testament of Sherlock Holmes,X360,2012,Adventure,Focus Home Interactive,0,0.02,0,0,0.02,64,24,7.6,30,Frogwares,M,Focus Home Interactive
Seitokai no Ichizon: DS-suru Seitokai,DS,2010,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,,Kadokawa Shoten
Disney Infinity,PSV,2013,Action,Disney Interactive Studios,0.01,0,0,0,0.02,,,,,,,Disney Interactive Studios
Guitar Hero III: Legends of Rock,PC,2007,Misc,Aspyr,0.02,0,0,0,0.02,79,15,7.2,63,Aspyr,T,Aspyr
Teenage Mutant Ninja Turtles Double Pack,GBA,2006,Action,Konami Digital Entertainment,0.01,0,0,0,0.02,,,,,,,Konami Digital Entertainment
The Crew: Wild Run,XOne,2015,Action,Ubisoft,0,0.02,0,0,0.02,65,5,6.6,21,Ivory Tower,T,Ubisoft
Prism Ark: Awake,PS2,2008,Adventure,5pb,0,0,0.02,0,0.02,,,,,,,5pb
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Rozen Maiden: Duellwalzer,PS2,2006,Adventure,Taito,0,0,0.02,0,0.02,,,,,,,Taito
Rugby 06,XB,2006,Sports,Electronic Arts,0.01,0,0,0,0.02,76,18,,,,,Electronic Arts
Winter Blast: 9 Snow & Ice Games,Wii,2010,Sports,Destineer,0.02,0,0,0,0.02,,,,,,,Destineer
Coven and Labyrinth of Refrain,PSV,2016,Action,Nippon Ichi Software,0,0,0.02,0,0.02,,,,,,,Nippon Ichi Software
Marvel Avengers: Battle for Earth,X360,2012,Action,Ubisoft,0.02,0,0,0,0.02,62,11,7.3,12,Ubisoft Quebec,T,Ubisoft
Natsuiro High School: Seishun Hakusho,PS3,2015,Action,D3Publisher,0,0,0.02,0,0.02,,,,,,,D3Publisher
Uppers,PSV,2016,Action,Marvelous Entertainment,0,0,0.02,0,0.02,,,,,,,Marvelous Entertainment
Shrek / Shark Tale Game Boy Advance Video,GBA,2006,Misc,Hasbro Interactive,0.01,0,0,0,0.02,,,,,,,Hasbro Interactive
Lovely x Cation 1 & 2,PSV,2015,Action,5pb,0,0,0.02,0,0.02,,,,,,,5pb
Urban Chaos: Riot Response,XB,2006,Shooter,Eidos Interactive,0.01,0,0,0,0.02,72,34,8.6,9,Rocksteady Studios,M,Eidos Interactive
Starship Troopers,PC,2005,Shooter,Empire Interactive,0,0.02,0,0,0.02,46,18,6.1,29,Strangelite,M,Empire Interactive
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,0,0,0.02,0,0.02,,,,,,,Arc System Works
Ginga Fukei Densetsu: Sapphire,TG16,1995,Shooter,Hudson Soft,0,0,0.02,0,0.02,,,,,,,Hudson Soft
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007,Action,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,,Marvelous Interactive
The Mummy,GBA,2002,Action,Ubisoft,0.01,0,0,0,0.02,72,6,,,Ubisoft Milan,E,Ubisoft
Guitar Freaks V3 & DrumMania V3,PS2,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,,Konami Digital Entertainment
Chrysler Classic Racing,DS,2008,Racing,Zoo Games,0.02,0,0,0,0.02,,,,,Extra Mile Studios,E,Zoo Games
The Crow: City of Angels,PS,1997,Action,Acclaim Entertainment,0.01,0.01,0,0,0.02,,,,,,,Acclaim Entertainment
Military History: Commander - Europe at War,PSP,2009,Strategy,Slitherine Software,0,0.01,0,0.01,0.02,,,,,,,Slitherine Software
Snow Portable,PSP,2007,Adventure,Prototype,0,0,0.02,0,0.02,,,,,,,Prototype
Heroes of the Pacific,PC,2005,Simulation,Codemasters,0,0.02,0,0,0.02,76,18,6.7,19,IR Gurus,T,Codemasters
Poyo Poyo Kansatsu Nikki,3DS,2012,Action,IE Institute,0,0,0.02,0,0.02,,,,,,,IE Institute
Jinsei Game DS,DS,2006,Misc,Atlus,0,0,0.02,0,0.02,,,,,,,Atlus
Guitar Freaks & DrumMania: Masterpiece Gold,PS2,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,,Konami Digital Entertainment
7 Roses: A Darkness Rises,PC,2015,Misc,Avanquest Software,0,0.02,0,0,0.02,,,,,,,Avanquest Software
Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,,Idea Factory
Broken Sword: The Sleeping Dragon,XB,2003,Adventure,THQ,0.01,0,0,0,0.02,77,24,8.3,12,Revolution Software,T,THQ
Reversal Challenge,DS,2009,Misc,Tommo,0.02,0,0,0,0.02,,,,,UFO Interactive,E,Tommo
Darksiders,PS3,2010,Action,THQ,0.01,0,0,0,0.02,82,73,7.9,319,Vigil Games,M,THQ
Tycoon City: New York,PC,2006,Strategy,Atari,0,0.02,0,0,0.02,67,30,8.3,4,Deep Red,T,Atari
Miyako,PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,,Idea Factory
Motto NUGA-CEL!,PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,,Idea Factory
NHL 09,PC,2008,Sports,Electronic Arts,0,0.02,0,0,0.02,62,6,4.1,30,EA Canada,E10+,Electronic Arts
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,2007,Strategy,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,,Konami Digital Entertainment
Super Dodge Ball,NG,1995,Sports,Technos Japan Corporation,0,0,0.02,0,0.02,,,,,,,Technos Japan Corporation
11eyes: CrossOver,PSP,2010,Adventure,5pb,0,0,0.02,0,0.02,,,,,,,5pb
Gon: BakuBakuBakuBaku Adventure,3DS,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Style Book: Junior City,DS,2006,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Earth Seeker,Wii,2011,Role-Playing,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,,Kadokawa Shoten
The Crew: Wild Run,PC,2015,Action,Ubisoft,0,0.02,0,0,0.02,74,6,7.4,41,Ivory Tower,T,Ubisoft
"Warhammer 40,000: Dawn of War: Soulstorm",PC,2008,Strategy,THQ,0,0.02,0,0,0.02,,,,,,,THQ
IGT Slots: Lucky Larry's Lobstermania,PC,2011,Simulation,Masque Publishing,0.02,0,0,0,0.02,,,,,,,Masque Publishing
Atlantic Quest,PC,2011,Puzzle,Avanquest,0,0.02,0,0,0.02,,,,,,,Avanquest
Bakumatsu Rock: Ultra Soul,PSV,2014,Misc,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,,Marvelous Interactive
Barbie as the Princess and the Pauper,GBA,2004,Adventure,Vivendi Games,0.01,0,0,0,0.02,,,,,WayForward,E,Vivendi Games
Tantei Opera: Milky Holmes,PSP,2010,Adventure,0,0,0,0.02,0,0.02,,,,,,,Unknown
PopCap Hits!,X360,2011,Misc,PopCap Games,0,0.02,0,0,0.02,,,,,,,PopCap Games
Entaku no Seito: The Eternal Legend,PSP,2012,Role-Playing,Kadokawa Games,0,0,0.02,0,0.02,,,,,,,Kadokawa Games
New Atelier Rorona: Hajimari no Monogatari,3DS,2015,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,,,,Tecmo Koei
WorldShift,PC,2009,Strategy,Playlogic Game Factory,0.02,0,0,0,0.02,63,9,8.1,8,Black Sea Studios,T,Playlogic Game Factory
My Hero: Doctor,DS,2009,Action,Majesco Entertainment,0.02,0,0,0,0.02,,,,,"Majesco Games, Majesco",E10+,Majesco Entertainment
Rainbow Islands Revolution,DS,2005,Platform,Rising Star Games,0.01,0,0,0,0.02,54,19,,,Marvelous Entertainment,E,Rising Star Games
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007,Role-Playing,Sega,0,0,0.02,0,0.02,,,,,,,Sega
Pillars of Eternity,PC,2014,Role-Playing,Paradox Interactive,0,0.02,0,0,0.02,89,71,8.3,2191,Obsidian Entertainment,M,Paradox Interactive
Cabela's Alaskan Adventure,PS2,N/A,Sports,0,0.01,0.01,0,0,0.02,,,,,,,Unknown
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010,Action,Takara Tomy,0,0,0.02,0,0.02,,,,,,,Takara Tomy
Elf Bowling 1 & 2,DS,2005,Sports,Ignition Entertainment,0.02,0,0,0,0.02,,,,,,,Ignition Entertainment
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016,Adventure,N/A,0,0,0.02,0,0.02,,,,,,,N/A
Germany's Next Topmodel 2011,Wii,2011,Simulation,7G//AMES,0,0.02,0,0,0.02,,,,,,,7G//AMES
Heavy Fire: Afghanistan,PC,2011,Shooter,Mastiff,0.02,0,0,0,0.02,,,3.2,5,,,Mastiff
Arabians Lost: The Engagement on Desert,PS2,2007,Adventure,Prototype,0,0,0.02,0,0.02,,,,,,,Prototype
Legendary,PC,2008,Shooter,Atari,0,0.01,0,0,0.02,50,23,6.6,104,Spark Unlimited,M,Atari
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,2010,Simulation,Square Enix,0,0,0.02,0,0.02,,,,,,,Square Enix
Garfield Gets Real,DS,2009,Action,Zushi Games,0,0.02,0,0,0.02,39,4,,,PAWS,E,Zushi Games
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,2010,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007,Misc,Gakken,0,0,0.02,0,0.02,,,,,,,Gakken
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Crime Scene,DS,2009,Adventure,Nobilis,0,0.02,0,0,0.02,54,7,,,White Birds Productions,M,Nobilis
Puzzle Guzzle,PSP,2007,Puzzle,DHM Interactive,0.02,0,0,0,0.02,65,12,,,Agetec,E,DHM Interactive
Starry ? Sky: After Summer,PSP,2013,Misc,Asgard,0,0,0.02,0,0.02,,,,,,,Asgard
Thomas & Friends: Hero of the Rails,Wii,2010,Misc,0,0,0.01,0,0,0.02,,,,,,,Unknown
Empire Deluxe,PC,1992,Strategy,New World Computing,0.02,0,0,0,0.02,,,,,,,New World Computing
ESPN NFL Primetime 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,57,10,,,Farsight Technologies,E,Konami Digital Entertainment
Gallop Racer Inbreed,PS2,2006,Sports,Tecmo Koei,0,0,0.02,0,0.02,,,,,,,Tecmo Koei
Red Ninja: End of Honor,XB,2005,Action,Vivendi Games,0.01,0,0,0,0.02,46,25,4,5,Tranji,M,Vivendi Games
Ketsui: Kizuna Jigoku Tachi Extra,X360,2010,Shooter,5pb,0,0,0.02,0,0.02,,,,,,,5pb
Frisbee Disc Freestyle / Frisbee Disc Golf,DS,2007,Sports,DSI Games,0.02,0,0,0,0.02,,,,,Destination Software,E,DSI Games
The King of Fighters Collection: The Orochi Saga (JP sales),PS2,2006,Fighting,Ignition Entertainment,0,0,0.02,0,0.02,,,,,,,Ignition Entertainment
Suzumiya Haruhi-Chan no Mahjong,PSP,2011,Misc,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,,Kadokawa Shoten
Commandos 3: Destination Berlin,PC,2003,Strategy,Eidos Interactive,0,0.02,0,0,0.02,72,24,7.6,83,Pyro Studios,T,Eidos Interactive
Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,2002,Adventure,Victor Interactive,0,0,0.02,0,0.02,,,,,,,Victor Interactive
James Bond 007: Blood Stone,PC,2010,Shooter,Activision,0.02,0,0,0,0.02,63,17,7.1,72,Bizarre Creations,T,Activision
Chili Con Carnage,PSP,2007,Shooter,Eidos Interactive,0,0.01,0,0,0.02,74,37,8.2,13,Deadline Games,M,Eidos Interactive
Writing and Speaking Beautiful Japanese DS,DS,N/A,Misc,0,0,0,0.02,0,0.02,,,,,,,Unknown
Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,2006,Action,Sega,0,0,0.02,0,0.02,,,,,,,Sega
Kong: The Animated Series,GBA,2002,Action,BAM! Entertainment,0.01,0,0,0,0.02,52,4,,,Planet Interactive,E,BAM! Entertainment
Puzzle Quest: Challenge of the Warlords,PSP,2007,Puzzle,D3Publisher,0.01,0,0,0,0.02,84,32,8,19,"Vicious Cycle, Infinite Interactive",E10+,D3Publisher
Casper's Scare School: Spooky Sports Day,DS,2009,Sports,Blast! Entertainment Ltd,0.02,0,0,0,0.02,,,,,The Code Monkeys,E,Blast! Entertainment Ltd
Koisuru Otome to Shugo no Tate Portable,PSP,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,,Alchemist
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012,Action,Irem Software Engineering,0,0,0.02,0,0.02,,,,,,,Irem Software Engineering
Garfield's Nightmare,DS,2007,Platform,Game Factory,0.01,0,0,0,0.02,70,9,,,Shin'en,E,Game Factory
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,2007,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,,Kadokawa Shoten
Bakumatsu Renka: Karyuu Kenshi-den,PS2,2007,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,,D3Publisher
Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014,Adventure,Prototype,0,0,0.02,0,0.02,,,,,,,Prototype
Iridium Runners,PS2,2008,Racing,SouthPeak Games,0.01,0.01,0,0,0.02,57,12,,,Playstos Entertainment,E,SouthPeak Games
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Tiny Toon Adventures: Wacky Stackers,GBA,2001,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.02,58,5,,,Warthog,E,Conspiracy Entertainment
Princess Frontier Portable,PSP,2011,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,,Alchemist
Rock Blast,Wii,2010,Puzzle,UFO Interactive,0.02,0,0,0,0.02,,,,,UFO Interactive,E,UFO Interactive
Touch Detective (JP sales),DS,2006,Adventure,505 Games,0,0,0.02,0,0.02,,,,,,,505 Games
